contract_number,contract_description,contract_award_date,activity_type,nature_of_activity,contract_priority,contract_completion_date,planned_completion_date,number_of_workfronts,access_type,number_of_maximum_access_per_week
Z0101,Scaled independent module 1 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z0102,Scaled independent module 1 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z0103,Scaled independent module 1 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z0104,Scaled independent module 1 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z0105,Scaled independent module 1 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z0106,Scaled independent module 1 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z0107,Scaled independent module 1 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z0108,Scaled independent module 1 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z0201,Scaled independent module 2 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z0202,Scaled independent module 2 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z0203,Scaled independent module 2 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z0204,Scaled independent module 2 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z0205,Scaled independent module 2 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z0206,Scaled independent module 2 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z0207,Scaled independent module 2 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z0208,Scaled independent module 2 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z0301,Scaled independent module 3 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z0302,Scaled independent module 3 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z0303,Scaled independent module 3 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z0304,Scaled independent module 3 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z0305,Scaled independent module 3 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z0306,Scaled independent module 3 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z0307,Scaled independent module 3 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z0308,Scaled independent module 3 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z0401,Scaled independent module 4 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z0402,Scaled independent module 4 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z0403,Scaled independent module 4 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z0404,Scaled independent module 4 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z0405,Scaled independent module 4 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z0406,Scaled independent module 4 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z0407,Scaled independent module 4 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z0408,Scaled independent module 4 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z0501,Scaled independent module 5 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z0502,Scaled independent module 5 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z0503,Scaled independent module 5 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z0504,Scaled independent module 5 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z0505,Scaled independent module 5 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z0506,Scaled independent module 5 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z0507,Scaled independent module 5 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z0508,Scaled independent module 5 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z0601,Scaled independent module 6 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z0602,Scaled independent module 6 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z0603,Scaled independent module 6 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z0604,Scaled independent module 6 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z0605,Scaled independent module 6 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z0606,Scaled independent module 6 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z0607,Scaled independent module 6 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z0608,Scaled independent module 6 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z0701,Scaled independent module 7 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z0702,Scaled independent module 7 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z0703,Scaled independent module 7 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z0704,Scaled independent module 7 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z0705,Scaled independent module 7 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z0706,Scaled independent module 7 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z0707,Scaled independent module 7 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z0708,Scaled independent module 7 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z0801,Scaled independent module 8 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z0802,Scaled independent module 8 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z0803,Scaled independent module 8 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z0804,Scaled independent module 8 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z0805,Scaled independent module 8 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z0806,Scaled independent module 8 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z0807,Scaled independent module 8 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z0808,Scaled independent module 8 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z0901,Scaled independent module 9 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z0902,Scaled independent module 9 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z0903,Scaled independent module 9 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z0904,Scaled independent module 9 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z0905,Scaled independent module 9 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z0906,Scaled independent module 9 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z0907,Scaled independent module 9 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z0908,Scaled independent module 9 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z1001,Scaled independent module 10 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z1002,Scaled independent module 10 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z1003,Scaled independent module 10 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z1004,Scaled independent module 10 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z1005,Scaled independent module 10 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z1006,Scaled independent module 10 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z1007,Scaled independent module 10 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z1008,Scaled independent module 10 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z1101,Scaled independent module 11 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z1102,Scaled independent module 11 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z1103,Scaled independent module 11 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z1104,Scaled independent module 11 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z1105,Scaled independent module 11 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z1106,Scaled independent module 11 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z1107,Scaled independent module 11 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z1108,Scaled independent module 11 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z1201,Scaled independent module 12 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z1202,Scaled independent module 12 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z1203,Scaled independent module 12 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z1204,Scaled independent module 12 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z1205,Scaled independent module 12 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z1206,Scaled independent module 12 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z1207,Scaled independent module 12 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z1208,Scaled independent module 12 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z1301,Scaled independent module 13 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z1302,Scaled independent module 13 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z1303,Scaled independent module 13 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z1304,Scaled independent module 13 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z1305,Scaled independent module 13 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z1306,Scaled independent module 13 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z1307,Scaled independent module 13 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z1308,Scaled independent module 13 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z1401,Scaled independent module 14 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z1402,Scaled independent module 14 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z1403,Scaled independent module 14 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z1404,Scaled independent module 14 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z1405,Scaled independent module 14 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z1406,Scaled independent module 14 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z1407,Scaled independent module 14 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z1408,Scaled independent module 14 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z1501,Scaled independent module 15 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z1502,Scaled independent module 15 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z1503,Scaled independent module 15 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z1504,Scaled independent module 15 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z1505,Scaled independent module 15 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z1506,Scaled independent module 15 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z1507,Scaled independent module 15 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z1508,Scaled independent module 15 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z1601,Scaled independent module 16 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z1602,Scaled independent module 16 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z1603,Scaled independent module 16 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z1604,Scaled independent module 16 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
