station_id,line_code,seq,is_interchange
J1A,LSX,1,1
J1B,LSX,2,1
N1C,LSX,3,0
N1D,LSX,4,0
N1G1,LSX,5,0
N1G2,LSX,6,0
N1G3,LSX,7,0
J2A,LSX,8,1
J2B,LSX,9,1
N2C,LSX,10,0
N2D,LSX,11,0
N2G1,LSX,12,0
N2G2,LSX,13,0
N2G3,LSX,14,0
J3A,LSX,15,1
J3B,LSX,16,1
N3C,LSX,17,0
N3D,LSX,18,0
N3G1,LSX,19,0
N3G2,LSX,20,0
N3G3,LSX,21,0
J4A,LSX,22,1
J4B,LSX,23,1
N4C,LSX,24,0
N4D,LSX,25,0
N4G1,LSX,26,0
N4G2,LSX,27,0
N4G3,LSX,28,0
J5A,LSX,29,1
J5B,LSX,30,1
N5C,LSX,31,0
N5D,LSX,32,0
N5G1,LSX,33,0
N5G2,LSX,34,0
N5G3,LSX,35,0
J6A,LSX,36,1
J6B,LSX,37,1
N6C,LSX,38,0
N6D,LSX,39,0
N6G1,LSX,40,0
N6G2,LSX,41,0
N6G3,LSX,42,0
J7A,LSX,43,1
J7B,LSX,44,1
N7C,LSX,45,0
N7D,LSX,46,0
N7G1,LSX,47,0
N7G2,LSX,48,0
N7G3,LSX,49,0
J8A,LSX,50,1
J8B,LSX,51,1
N8C,LSX,52,0
N8D,LSX,53,0
N8G1,LSX,54,0
N8G2,LSX,55,0
N8G3,LSX,56,0
J9A,LSX,57,1
J9B,LSX,58,1
N9C,LSX,59,0
N9D,LSX,60,0
N9G1,LSX,61,0
N9G2,LSX,62,0
N9G3,LSX,63,0
J10A,LSX,64,1
J10B,LSX,65,1
N10C,LSX,66,0
N10D,LSX,67,0
N10G1,LSX,68,0
N10G2,LSX,69,0
N10G3,LSX,70,0
J11A,LSX,71,1
J11B,LSX,72,1
N11C,LSX,73,0
N11D,LSX,74,0
N11G1,LSX,75,0
N11G2,LSX,76,0
N11G3,LSX,77,0
J12A,LSX,78,1
J12B,LSX,79,1
N12C,LSX,80,0
N12D,LSX,81,0
N12G1,LSX,82,0
N12G2,LSX,83,0
N12G3,LSX,84,0
J13A,LSX,85,1
J13B,LSX,86,1
N13C,LSX,87,0
N13D,LSX,88,0
N13G1,LSX,89,0
N13G2,LSX,90,0
N13G3,LSX,91,0
J14A,LSX,92,1
J14B,LSX,93,1
N14C,LSX,94,0
N14D,LSX,95,0
N14G1,LSX,96,0
N14G2,LSX,97,0
N14G3,LSX,98,0
J15A,LSX,99,1
J15B,LSX,100,1
N15C,LSX,101,0
N15D,LSX,102,0
N15G1,LSX,103,0
N15G2,LSX,104,0
N15G3,LSX,105,0
J16A,LSX,106,1
J16B,LSX,107,1
N16C,LSX,108,0
N16D,LSX,109,0
N16G1,LSX,110,0
N16G2,LSX,111,0
N16G3,LSX,112,0
J17A,LSX,113,1
J17B,LSX,114,1
N17C,LSX,115,0
N17D,LSX,116,0
N17G1,LSX,117,0
N17G2,LSX,118,0
N17G3,LSX,119,0
J18A,LSX,120,1
J18B,LSX,121,1
N18C,LSX,122,0
N18D,LSX,123,0
N18G1,LSX,124,0
N18G2,LSX,125,0
N18G3,LSX,126,0
J19A,LSX,127,1
J19B,LSX,128,1
N19C,LSX,129,0
N19D,LSX,130,0
N19G1,LSX,131,0
N19G2,LSX,132,0
N19G3,LSX,133,0
J20A,LSX,134,1
J20B,LSX,135,1
N20C,LSX,136,0
N20D,LSX,137,0
N20G1,LSX,138,0
N20G2,LSX,139,0
N20G3,LSX,140,0
J21A,LSX,141,1
J21B,LSX,142,1
N21C,LSX,143,0
N21D,LSX,144,0
N21G1,LSX,145,0
N21G2,LSX,146,0
N21G3,LSX,147,0
J22A,LSX,148,1
J22B,LSX,149,1
N22C,LSX,150,0
N22D,LSX,151,0
N22G1,LSX,152,0
N22G2,LSX,153,0
N22G3,LSX,154,0
J23A,LSX,155,1
J23B,LSX,156,1
N23C,LSX,157,0
N23D,LSX,158,0
N23G1,LSX,159,0
N23G2,LSX,160,0
N23G3,LSX,161,0
J24A,LSX,162,1
J24B,LSX,163,1
N24C,LSX,164,0
N24D,LSX,165,0
N24G1,LSX,166,0
N24G2,LSX,167,0
N24G3,LSX,168,0
J25A,LSX,169,1
J25B,LSX,170,1
N25C,LSX,171,0
N25D,LSX,172,0
N25G1,LSX,173,0
N25G2,LSX,174,0
N25G3,LSX,175,0
J26A,LSX,176,1
J26B,LSX,177,1
N26C,LSX,178,0
N26D,LSX,179,0
N26G1,LSX,180,0
N26G2,LSX,181,0
N26G3,LSX,182,0
J27A,LSX,183,1
J27B,LSX,184,1
N27C,LSX,185,0
N27D,LSX,186,0
N27G1,LSX,187,0
N27G2,LSX,188,0
N27G3,LSX,189,0
J28A,LSX,190,1
J28B,LSX,191,1
N28C,LSX,192,0
N28D,LSX,193,0
N28G1,LSX,194,0
N28G2,LSX,195,0
N28G3,LSX,196,0
J29A,LSX,197,1
J29B,LSX,198,1
N29C,LSX,199,0
N29D,LSX,200,0
N29G1,LSX,201,0
N29G2,LSX,202,0
N29G3,LSX,203,0
J30A,LSX,204,1
J30B,LSX,205,1
N30C,LSX,206,0
N30D,LSX,207,0
N30G1,LSX,208,0
N30G2,LSX,209,0
N30G3,LSX,210,0
J31A,LSX,211,1
J31B,LSX,212,1
N31C,LSX,213,0
N31D,LSX,214,0
N31G1,LSX,215,0
N31G2,LSX,216,0
N31G3,LSX,217,0
J32A,LSX,218,1
J32B,LSX,219,1
N32C,LSX,220,0
N32D,LSX,221,0
N32G1,LSX,222,0
N32G2,LSX,223,0
N32G3,LSX,224,0
J33A,LSX,225,1
J33B,LSX,226,1
N33C,LSX,227,0
N33D,LSX,228,0
N33G1,LSX,229,0
N33G2,LSX,230,0
N33G3,LSX,231,0
J34A,LSX,232,1
J34B,LSX,233,1
N34C,LSX,234,0
N34D,LSX,235,0
N34G1,LSX,236,0
N34G2,LSX,237,0
N34G3,LSX,238,0
J35A,LSX,239,1
J35B,LSX,240,1
N35C,LSX,241,0
N35D,LSX,242,0
N35G1,LSX,243,0
N35G2,LSX,244,0
N35G3,LSX,245,0
J36A,LSX,246,1
J36B,LSX,247,1
N36C,LSX,248,0
N36D,LSX,249,0
N36G1,LSX,250,0
N36G2,LSX,251,0
N36G3,LSX,252,0
J37A,LSX,253,1
J37B,LSX,254,1
N37C,LSX,255,0
N37D,LSX,256,0
N37G1,LSX,257,0
N37G2,LSX,258,0
N37G3,LSX,259,0
J38A,LSX,260,1
J38B,LSX,261,1
N38C,LSX,262,0
N38D,LSX,263,0
N38G1,LSX,264,0
N38G2,LSX,265,0
N38G3,LSX,266,0
J39A,LSX,267,1
J39B,LSX,268,1
N39C,LSX,269,0
N39D,LSX,270,0
N39G1,LSX,271,0
N39G2,LSX,272,0
N39G3,LSX,273,0
J40A,LSX,274,1
J40B,LSX,275,1
N40C,LSX,276,0
N40D,LSX,277,0
N40G1,LSX,278,0
N40G2,LSX,279,0
N40G3,LSX,280,0
J1A,LSY,1,1
J1B,LSY,2,1
S1C,LSY,3,0
S1D,LSY,4,0
S1G1,LSY,5,0
S1G2,LSY,6,0
S1G3,LSY,7,0
J2A,LSY,8,1
J2B,LSY,9,1
S2C,LSY,10,0
S2D,LSY,11,0
S2G1,LSY,12,0
S2G2,LSY,13,0
S2G3,LSY,14,0
J3A,LSY,15,1
J3B,LSY,16,1
S3C,LSY,17,0
S3D,LSY,18,0
S3G1,LSY,19,0
S3G2,LSY,20,0
S3G3,LSY,21,0
J4A,LSY,22,1
