activity_id,contract_number,activity_type,start_location_id,end_location_id,total_accesses,planned_start_date,predecessor_activity_id,activity_priority
Z576,K569,HeldoutDense,SEC:L01:N005_N006:EB,SEC:L01:N005_N006:EB,2,2032-01-05,,1
Z590,K546,HeldoutDense,SEC:L01:N005_N006:EB,SEC:L01:N005_N006:EB,2,2032-01-05,,1
Z505,K514,HeldoutDense,SEC:L01:N006_N003:WB,SEC:L01:N006_N003:WB,2,2032-01-05,,1
Z599,K531,IrregularTradeoff,SEC:L02:N007_N001:EB,SEC:L02:N007_N001:EB,3,2032-01-05,,3
Z581,K531,IrregularTradeoff,SEC:L02:N007_N001:EB,SEC:L02:N007_N001:EB,2,2032-01-05,,3
Z509,K506,HeldoutDense,SEC:L02:N007_N001:EB,SEC:L02:N007_N001:EB,2,2032-01-05,,1
Z604,K555,HeldoutDense,SEC:L01:N005_N006:EB,SEC:L01:N005_N006:EB,2,2032-01-05,,1
Z588,K505,HeldoutDense,SEC:L02:N001_N010:WB,SEC:L02:N001_N010:WB,2,2032-01-05,,1
Z606,K559,HeldoutDense,SEC:L01:N006_N003:WB,SEC:L01:N006_N003:WB,2,2032-01-05,,1
Z502,K591,HeldoutDense,SEC:L01:N005_N006:EB,SEC:L01:N005_N006:EB,2,2032-01-05,,1
Z568,K530,HeldoutDense,SEC:L01:N006_N003:WB,SEC:L01:N006_N003:WB,2,2032-01-05,,1
Z564,K531,IrregularTradeoff,SEC:L02:N007_N001:EB,SEC:L02:N007_N001:EB,2,2032-01-05,,3
Z559,K552,HeldoutDense,SEC:L01:N006_N003:WB,SEC:L01:N006_N003:WB,2,2032-01-05,,1
Z551,K589,HeldoutDense,SEC:L02:N001_N010:WB,SEC:L02:N001_N010:WB,2,2032-01-05,,1
Z518,K520,HeldoutDense,SEC:L01:N006_N003:WB,SEC:L01:N006_N003:WB,2,2032-01-05,,1
Z570,K518,HeldoutDense,SEC:L01:N005_N006:EB,SEC:L01:N005_N006:EB,2,2032-01-05,,1
Z508,K562,HeldoutDense,SEC:L01:N006_N003:WB,SEC:L01:N006_N003:WB,2,2032-01-05,,1
Z554,K539,HeldoutDense,SEC:L01:N006_N003:WB,SEC:L01:N006_N003:WB,2,2032-01-05,,1
Z534,K592,HeldoutDense,SEC:L02:N001_N010:WB,SEC:L02:N001_N010:WB,2,2032-01-05,,1
Z531,K538,HeldoutDense,SEC:L02:N001_N010:WB,SEC:L02:N001_N010:WB,2,2032-01-05,,1
Z553,K561,HeldoutDense,SEC:L02:N007_N001:EB,SEC:L02:N007_N001:EB,2,2032-01-05,,1
Z591,K590,HeldoutDense,SEC:L01:N005_N006:EB,SEC:L01:N005_N006:EB,2,2032-01-05,,1
Z516,K501,HeldoutDense,SEC:L01:N005_N006:EB,SEC:L01:N005_N006:EB,2,2032-01-05,,1
Z589,K574,HeldoutDense,SEC:L02:N007_N001:EB,SEC:L02:N007_N001:EB,2,2032-01-05,,1
Z536,K512,HeldoutDense,SEC:L02:N007_N001:EB,SEC:L02:N007_N001:EB,2,2032-01-05,,1
Z565,K527,HeldoutDense,SEC:L02:N007_N001:EB,SEC:L02:N001_N010:EB,1,2032-01-05,Z540,1
Z541,K568,HeldoutDense,SEC:L02:N007_N001:EB,SEC:L02:N007_N001:EB,2,2032-01-05,,1
Z561,K567,HeldoutDense,SEC:L02:N007_N001:EB,SEC:L02:N007_N001:EB,2,2032-01-05,,1
Z549,K541,HeldoutDense,SEC:L01:N005_N006:EB,SEC:L01:N005_N006:EB,2,2032-01-05,,1
Z522,K524,HeldoutDense,SEC:L02:N001_N010:WB,SEC:L02:N001_N010:WB,2,2032-01-05,,1
Z521,K550,HeldoutDense,SEC:L01:N005_N006:EB,SEC:L01:N005_N006:EB,2,2032-01-05,,1
Z566,K525,HeldoutDense,SEC:L01:N006_N003:WB,SEC:L01:N006_N003:WB,2,2032-01-05,,1
Z563,K575,HeldoutDense,SEC:L01:N005_N006:EB,SEC:L01:N005_N006:EB,2,2032-01-05,,1
Z597,K557,HeldoutDense,SEC:L01:N006_N003:WB,SEC:L01:N006_N003:WB,2,2032-01-05,,1
Z574,K513,HeldoutDense,SEC:L01:N005_N006:EB,SEC:L01:N005_N006:EB,2,2032-01-05,,1
Z600,K556,HeldoutDense,SEC:L02:N007_N001:EB,SEC:L02:N007_N001:EB,2,2032-01-05,,1
Z511,K577,HeldoutDense,SEC:L02:N001_N010:WB,SEC:L02:N001_N010:WB,2,2032-01-05,,1
Z545,K598,HeldoutDense,SEC:L02:N001_N010:WB,SEC:L02:N001_N010:WB,2,2032-01-05,,1
Z530,K531,IrregularTradeoff,SEC:L02:N007_N001:EB,SEC:L02:N007_N001:EB,3,2032-01-05,,3
Z586,K588,HeldoutDense,SEC:L01:N006_N003:WB,SEC:L01:N006_N003:WB,2,2032-01-05,,1
Z503,K594,HeldoutDense,SEC:L01:N006_N003:WB,SEC:L01:N006_N003:WB,2,2032-01-05,,1
Z547,K551,HeldoutDense,SEC:L01:N006_N003:WB,SEC:L01:N006_N003:WB,2,2032-01-05,,1
Z515,K504,HeldoutDense,SEC:L02:N001_N010:WB,SEC:L02:N001_N010:WB,2,2032-01-05,,1
Z538,K579,HeldoutDense,SEC:L02:N001_N010:WB,SEC:L02:N001_N010:WB,2,2032-01-05,,1
Z507,K533,HeldoutDense,SEC:L02:N001_N010:WB,SEC:L02:N001_N010:WB,2,2032-01-05,,1
Z550,K542,HeldoutDense,SEC:L02:N001_N010:WB,SEC:L02:N001_N010:WB,2,2032-01-05,,1
Z605,K573,HeldoutDense,SEC:L02:N007_N001:EB,SEC:L02:N007_N001:EB,2,2032-01-05,,1
Z558,K527,HeldoutDense,SEC:L02:N007_N001:EB,SEC:L02:N007_N001:EB,1,2032-01-05,,1
Z555,K535,HeldoutDense,SEC:L02:N001_N010:WB,SEC:L02:N001_N010:WB,2,2032-01-05,,1
Z510,K564,HeldoutDense,SEC:L01:N006_N003:WB,SEC:L01:N006_N003:WB,1,2032-01-05,Z525,1
Z598,K572,HeldoutDense,SEC:L02:N007_N001:EB,SEC:L02:N007_N001:EB,2,2032-01-05,,1
Z552,K537,HeldoutDense,SEC:L01:N005_N006:EB,SEC:L01:N005_N006:EB,2,2032-01-05,,1
Z567,K587,HeldoutDense,SEC:L01:N006_N003:WB,SEC:L01:N006_N003:WB,2,2032-01-05,,1
Z577,K511,HeldoutDense,SEC:L01:N005_N006:EB,SEC:L01:N005_N006:EB,2,2032-01-05,,1
Z544,K553,HeldoutDense,SEC:L01:N006_N003:WB,SEC:L01:N006_N003:WB,2,2032-01-05,,1
Z504,K548,HeldoutDense,SEC:L01:N002_N004:EB,SEC:L01:N002_N004:EB,1,2032-01-05,,1
Z584,K508,HeldoutDense,SEC:L02:N001_N010:WB,SEC:L02:N001_N010:WB,2,2032-01-05,,1
Z526,K516,HeldoutDense,SEC:L01:N005_N006:EB,SEC:L01:N005_N006:EB,1,2032-01-05,Z504,1
Z535,K564,HeldoutDense,SEC:L01:N005_N006:EB,SEC:L01:N006_N003:EB,1,2032-01-05,Z510,1
Z542,K507,HeldoutDense,SEC:L02:N001_N010:WB,SEC:L02:N001_N010:WB,2,2032-01-05,,1
Z525,K564,HeldoutDense,SEC:L01:N005_N006:EB,SEC:L01:N005_N006:EB,1,2032-01-05,,1
Z513,K547,HeldoutDense,SEC:L02:N001_N010:WB,SEC:L02:N001_N010:WB,2,2032-01-05,,1
Z556,K582,HeldoutDense,SEC:L02:N007_N001:EB,SEC:L02:N007_N001:EB,2,2032-01-05,,1
Z562,K576,HeldoutDense,SEC:L01:N006_N003:WB,SEC:L01:N006_N003:WB,2,2032-01-05,,1
Z578,K523,HeldoutDense,SEC:L02:N007_N001:EB,SEC:L02:N007_N001:EB,2,2032-01-05,,1
Z572,K583,HeldoutDense,SEC:L02:N001_N010:WB,SEC:L02:N001_N010:WB,2,2032-01-05,,1
Z569,K519,HeldoutDense,SEC:L01:N006_N003:WB,SEC:L01:N006_N003:WB,2,2032-01-05,,1
Z596,K581,HeldoutDense,SEC:L02:N007_N001:EB,SEC:L02:N007_N001:EB,1,2032-01-05,Z528,1
Z594,K544,HeldoutDense,SEC:L02:N001_N010:WB,SEC:L02:N001_N010:WB,2,2032-01-05,,1
Z543,K540,HeldoutDense,SEC:L02:N007_N001:EB,SEC:L02:N007_N001:EB,2,2032-01-05,,1
Z540,K527,HeldoutDense,SEC:L02:N001_N010:WB,SEC:L02:N001_N010:WB,1,2032-01-05,Z558,1
Z532,K526,HeldoutDense,SEC:L01:N005_N006:EB,SEC:L01:N005_N006:EB,2,2032-01-05,,1
Z548,K597,HeldoutDense,SEC:L01:N006_N003:WB,SEC:L01:N006_N003:WB,2,2032-01-05,,1
Z523,K531,IrregularTradeoff,SEC:L02:N007_N001:EB,SEC:L02:N007_N001:EB,3,2032-01-05,,3
Z537,K517,HeldoutDense,SEC:L01:N005_N006:EB,SEC:L01:N005_N006:EB,2,2032-01-05,,1
Z593,K515,HeldoutDense,SEC:L02:N001_N010:WB,SEC:L02:N001_N010:WB,2,2032-01-05,,1
Z585,K596,HeldoutDense,SEC:L01:N005_N006:EB,SEC:L01:N005_N006:EB,2,2032-01-05,,1
Z571,K571,HeldoutDense,SEC:L01:N006_N003:WB,SEC:L01:N006_N003:WB,2,2032-01-05,,1
Z603,K580,HeldoutDense,SEC:L02:N007_N001:EB,SEC:L02:N007_N001:EB,2,2032-01-05,,1
Z592,K534,HeldoutDense,SEC:L02:N007_N001:EB,SEC:L02:N007_N001:EB,2,2032-01-05,,1
Z527,K560,HeldoutDense,SEC:L01:N006_N003:WB,SEC:L01:N006_N003:WB,2,2032-01-05,,1
Z533,K584,HeldoutDense,SEC:L01:N006_N003:WB,SEC:L01:N006_N003:WB,2,2032-01-05,,1
Z560,K509,HeldoutDense,SEC:L01:N006_N003:WB,SEC:L01:N006_N003:WB,2,2032-01-05,,1
Z512,K543,HeldoutDense,SEC:L01:N006_N003:WB,SEC:L01:N006_N003:WB,2,2032-01-05,,1
Z579,K521,HeldoutDense,SEC:L02:N001_N010:WB,SEC:L02:N001_N010:WB,2,2032-01-05,,1
Z587,K549,HeldoutDense,SEC:L02:N001_N010:WB,SEC:L02:N001_N010:WB,2,2032-01-05,,1
Z524,K503,HeldoutDense,SEC:L02:N007_N001:EB,SEC:L02:N007_N001:EB,2,2032-01-05,,1
Z539,K510,HeldoutDense,SEC:L02:N001_N010:WB,SEC:L02:N001_N010:WB,2,2032-01-05,,1
Z519,K565,HeldoutDense,SEC:L01:N005_N006:EB,SEC:L01:N005_N006:EB,2,2032-01-05,,1
Z506,K545,HeldoutDense,SEC:L01:N005_N006:EB,SEC:L01:N005_N006:EB,2,2032-01-05,,1
Z573,K578,HeldoutDense,SEC:L02:N001_N010:WB,SEC:L02:N001_N010:WB,2,2032-01-05,,1
Z517,K566,HeldoutDense,SEC:L02:N007_N001:EB,SEC:L02:N007_N001:EB,2,2032-01-05,,1
Z557,K558,HeldoutDense,SEC:L01:N006_N003:WB,SEC:L01:N006_N003:WB,2,2032-01-05,,1
Z528,K554,HeldoutDense,SEC:L02:N002_N004:EB,SEC:L02:N002_N004:EB,1,2032-01-05,,1
Z546,K532,HeldoutDense,SEC:L02:N007_N001:EB,SEC:L02:N007_N001:EB,2,2032-01-05,,1
Z601,K502,HeldoutDense,SEC:L01:N005_N006:EB,SEC:L01:N005_N006:EB,2,2032-01-05,,1
Z575,K563,HeldoutDense,SEC:L01:N005_N006:EB,SEC:L01:N005_N006:EB,2,2032-01-05,,1
Z595,K585,HeldoutDense,SEC:L01:N005_N006:EB,SEC:L01:N005_N006:EB,2,2032-01-05,,1
Z514,K595,HeldoutDense,SEC:L02:N001_N010:WB,SEC:L02:N001_N010:WB,2,2032-01-05,,1
Z583,K528,HeldoutDense,SEC:L02:N001_N010:WB,SEC:L02:N001_N010:WB,2,2032-01-05,,1
Z582,K529,HeldoutDense,SEC:L01:N005_N006:EB,SEC:L01:N005_N006:EB,2,2032-01-05,,1
Z602,K586,HeldoutDense,SEC:L02:N007_N001:EB,SEC:L02:N007_N001:EB,2,2032-01-05,,1
Z520,K522,HeldoutDense,SEC:L01:N006_N003:WB,SEC:L01:N006_N003:WB,2,2032-01-05,,1
Z529,K593,HeldoutDense,SEC:L01:N005_N006:EB,SEC:L01:N005_N006:EB,2,2032-01-05,,1
Z580,K536,HeldoutDense,SEC:L01:N005_N006:EB,SEC:L01:N005_N006:EB,2,2032-01-05,,1
Z501,K570,HeldoutDense,SEC:L02:N007_N001:EB,SEC:L02:N007_N001:EB,2,2032-01-05,,1
