activity_id,contract_number,activity_type,start_location_id,end_location_id,total_accesses,planned_start_date,predecessor_activity_id,activity_priority
A001,C001,Renewal,SEC:BET:S15_S16:EB,SEC:BET:S16_S17:EB,2,2027-05-24,,2
A002,C001,Renewal,SEC:BET:S11_S12:WB,SEC:BET:S12_S13:WB,1,2027-01-04,,3
A003,C001,Renewal,SEC:BET:H01_H02:EB,SEC:BET:S15_S16:EB,5,2027-03-15,,1
A004,C001,Renewal,SEC:ALP:S03_S04:EB,SEC:ALP:S04_H01:EB,3,2027-04-12,A003,2
A006,C001,Renewal,SEC:ALP:S03_S04:WB,SEC:ALP:H01_H02:WB,2,2027-01-11,,2
A007,C001,Renewal,SEC:BET:H01_H02:EB,SEC:BET:H01_H02:EB,7,2027-04-12,,1
A008,C002,Renewal,SEC:BET:S17_S18:EB,SEC:BET:S17_S18:EB,5,2027-04-19,,1
A009,C002,Renewal,SEC:ALP:S05_S06:EB,SEC:ALP:S05_S06:EB,7,2027-01-11,,3
A011,C002,Renewal,SEC:BET:S15_S16:EB,SEC:BET:S16_S17:EB,2,2027-04-12,,2
A012,C002,Renewal,SEC:BET:H01_H02:WB,SEC:BET:H02_S15:WB,7,2027-01-11,,1
A013,C002,Renewal,SEC:ALP:S05_S06:WB,SEC:ALP:S05_S06:WB,5,2027-05-24,A012,2
A014,C003,Construction,SEC:ALP:S07_S08:EB,SEC:ALP:S07_S08:EB,7,2027-03-29,,3
A017,C003,Construction,SEC:BET:H01_H02:EB,SEC:BET:S15_S16:EB,7,2027-04-26,,2
A019,C003,Construction,SEC:BET:S16_S17:EB,SEC:BET:S16_S17:EB,2,2027-03-15,,3
A020,C003,Construction,SEC:ALP:S04_H01:WB,SEC:ALP:H02_S05:WB,2,2027-03-29,,2
A021,C004,Renewal,SEC:BET:S11_S12:WB,SEC:BET:S12_S13:WB,3,2027-01-18,,2
A023,C004,Renewal,SEC:ALP:S03_S04:WB,SEC:ALP:S03_S04:WB,7,2027-05-24,,1
A025,C004,Renewal,SEC:ALP:S01_S02:EB,SEC:ALP:S02_S03:EB,7,2027-02-22,,1
A028,C005,Renewal,SEC:ALP:S03_S04:EB,SEC:ALP:S04_H01:EB,2,2027-03-01,,2
A031,C005,Renewal,SEC:ALP:S06_S07:WB,SEC:ALP:S07_S08:WB,2,2027-01-04,,3
